"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957"
"00000","United States"," ","SA5H 1/","10","...","Personal income (thousands of dollars)",85126000,76371000,65507000,50134000,47085000,53939000,60698000,69057000,74545000,68923000,73452000,79171000,97400000,125259000,152627000,163267000,168178000,179844000,192660000,211661000,209182000,233008777,262559709,280539500,297489812,300685627,322573454,346606330,366539016
"00000","United States"," ","SA5H 1/","20","...","Population (persons) 2/",121769000,123075000,124038000,124839000,125580000,126372000,127251000,128054000,128822000,129825000,130884000,131955000,133417000,134670000,134697000,134075000,133387000,140638000,143665000,146091000,148666000,151871000,153970000,156369000,158946000,161881000,165058000,168078000,171178000
"00000","United States"," ","SA5H 1/","30","...","Per capita personal income (dollars) 3/",699,621,528,402,375,427,477,539,579,531,561,600,730,930,1133,1218,1261,1279,1341,1449,1407,1534,1705,1794,1872,1857,1954,2062,2141
"00000","United States"," ","SA5H 1/","35","...","  Total earnings",65324000,57943000,48292000,36260000,34972000,41474000,47694000,53570000,60723000,55903000,59552000,64812000,82428000,109986000,137435000,147215000,149211000,155046000,164920000,181873000,177230000,195092441,226735673,242395219,255615407,255002047,273407007,293923230,309104546
"00000","United States"," ","SA5H 1/","36","...","  Less: Contributions for government social insurance 4/",74000,73000,70000,71000,63000,69000,72000,312000,1470000,1614000,1749000,1868000,2332000,2887000,3767000,4256000,4932000,6224000,5366000,4561000,4758000,5481374,6620648,6917009,7114659,8081575,9093599,10003647,11415391
"00000","United States"," ","SA5H 1/","37","...","    Employee and self-employed contributions for government social insurance",66000,66000,65000,63000,59000,62000,60000,70000,440000,415000,445000,492000,616000,879000,1439000,1791000,1854000,1537000,1616000,1598000,1529000,2102929,2531612,2774032,2892187,3456321,3913572,4316648,5041781
"00000","United States"," ","SA5H 1/","38","...","    Employer contributions for government social insurance",8000,7000,5000,8000,4000,7000,12000,242000,1030000,1199000,1304000,1376000,1716000,2008000,2328000,2465000,3078000,4687000,3750000,2963000,3229000,3378445,4089036,4142977,4222472,4625254,5180027,5686999,6373610
"00000","United States"," ","SA5H 1/","42","...","  Plus: Adjustment for residence 5/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1000,-29000,-14000,-72000,-81000,-89000,-145000,-166000,-178000,-179000
"00000","United States"," ","SA5H 1/","45","...","  Equals: Net earnings by place of residence",65250000,57870000,48222000,36189000,34909000,41405000,47622000,53258000,59253000,54289000,57803000,62944000,80096000,107099000,133668000,142959000,144279000,148822000,159554000,177313000,172443000,189597067,220043025,235397210,248411748,246775472,264147408,283741583,297510155
"00000","United States"," ","SA5H 1/","46","...","  Plus: Dividends, interest, and rent 6/",18687000,17280000,14937000,12200000,10485000,10782000,11100000,12718000,13317000,12235000,13131000,13546000,14648000,15496000,16470000,17201000,18257000,20472000,22286000,24096000,25527000,29400596,31073310,33225102,36524381,39551565,42691741,45985598,49444156
"00000","United States"," ","SA5H 1/","47","...","  Plus: Personal current transfer receipts",1189000,1221000,2348000,1745000,1691000,1752000,1976000,3081000,1975000,2399000,2518000,2681000,2656000,2664000,2489000,3107000,5642000,10550000,10820000,10252000,11212000,14011114,11443374,11917188,12553683,14358590,15734305,16879149,19584705
"00000","United States"," ","SA5H 1/","50","...","  Wages and salaries",50356000,46110000,39053000,30413000,28935000,33639000,36614000,41832000,46017000,42886000,45848000,49694000,61757000,80991000,102686000,110909000,110553000,109748000,121545000,134098000,133285000,146518324,170163335,183966933,197343886,195820122,210663445,227721336,238572373
"00000","United States"," ","SA5H 1/","60","...","  Supplements to wages and salaries",953000,962000,924000,835000,769000,828000,956000,1346000,2186000,2418000,2583000,2884000,4021000,5655000,6525000,6960000,7835000,9662000,8756000,8466000,9231000,10917936,13825580,15229894,16092645,16761356,18290564,20192835,22543899
"00000","United States"," ","SA5H 1/","61","...","    Employer contributions for employee pension and insurance funds 7/",945000,955000,919000,827000,765000,821000,944000,1104000,1156000,1219000,1279000,1508000,2305000,3647000,4197000,4495000,4757000,4975000,5006000,5503000,6002000,7539491,9736544,11086917,11870173,12136102,13110537,14505836,16170289
"00000","United States"," ","SA5H 1/","62","...","    Employer contributions for government social insurance",8000,7000,5000,8000,4000,7000,12000,242000,1030000,1199000,1304000,1376000,1716000,2008000,2328000,2465000,3078000,4687000,3750000,2963000,3229000,3378445,4089036,4142977,4222472,4625254,5180027,5686999,6373610
"00000","United States"," ","SA5H 1/","70","...","  Proprietors' income 8/",14015000,10871000,8315000,5012000,5268000,7007000,10124000,10392000,12520000,10599000,11121000,12234000,16650000,23340000,28224000,29346000,30823000,35636000,34619000,39309000,34714000,37656181,42746758,43198392,42178876,42420569,44452998,46009059,47988274
"00000","United States"," ","SA5H 1/","71","...","    Farm proprietors' income",5659000,3896000,3034000,1750000,2224000,2580000,4894000,3946000,5638000,4011000,4023000,4065000,6026000,9688000,11543000,11438000,11823000,14177000,14383000,16735000,12013000,12903874,15332942,14342695,12197805,11778108,10745568,10619680,10583786
"00000","United States"," ","SA5H 1/","72","...","    Nonfarm proprietors' income",8356000,6975000,5281000,3262000,3044000,4427000,5230000,6446000,6882000,6588000,7098000,8169000,10624000,13652000,16681000,17908000,19000000,21459000,20236000,22574000,22701000,24752307,27413816,28855697,29981071,30642461,33707430,35389379,37404488
"00000","United States"," ","SA5H 1/","81","[01-02]","  Farm earnings",6963000,5077000,3952000,2422000,2844000,3262000,5672000,4818000,6630000,4994000,5015000,5098000,7279000,11325000,13576000,13647000,14130000,16719000,17178000,19737000,14832000,15793760,18335149,17284220,15015990,14457973,13414447,13298431,13360581
"00000","United States"," ","SA5H 1/","82","...","  Nonfarm earnings",58361000,52866000,44340000,33838000,32128000,38212000,42022000,48752000,54093000,50909000,54537000,59714000,75149000,98661000,123859000,133568000,135081000,138327000,147742000,162136000,162398000,179298681,208400524,225110999,240599417,240544074,259992560,280624799,295743965
"00000","United States"," ","SA5H 1/","90","...","    Private nonfarm earnings",53049000,47315000,38681000,28498000,26639000,31770000,35066000,40372000,46043000,42068000,45682000,50491000,63644000,80930000,97169000,103234000,103073000,114307000,127846000,141100000,139052000,153642364,175720160,187721964,202138867,201223889,218863774,236804407,248990208
"00000","United States"," ","SA5H 1/","100","[07-08]","      Agricultural services, forestry, and fishing",173000,166000,159000,124000,115000,112000,135000,132000,176000,160000,164000,172000,196000,257000,286000,335000,365000,424000,476000,641000,669000,746140,838071,910354,951819,1028132,1038392,1091811,1104643
"00000","United States"," ","SA5H 1/","200","B","      Mining",1571000,1361000,977000,692000,685000,937000,1006000,1208000,1436000,1211000,1253000,1411000,1699000,1962000,2225000,2429000,2373000,2616000,3315000,3969000,3469000,3801500,4297913,4341832,4491498,4146627,4507057,5094477,5257800
"00000","United States"," ","SA5H 1/","300","C","      Construction",3603000,2957000,2090000,1061000,786000,1073000,1278000,1944000,2018000,1938000,2269000,2483000,3994000,6147000,5236000,4005000,4180000,6328000,8167000,10158000,10053000,11691208,13993028,15113069,15737293,15759164,16956332,18741366,19471953
"00000","United States"," ","SA5H 1/","400","D","      Manufacturing",16791000,14331000,11095000,7834000,8043000,9977000,11248000,13065000,15563000,12773000,14690000,16902000,23687000,33621000,44609000,47029000,42519000,40328000,46074000,51254000,48689000,55659594,65998378,71121989,78727766,75028444,82270660,88810909,92533591
"00000","United States"," ","SA5H 1/","500","E","      Transportation and public utilities",6533000,6064000,5198000,4080000,3752000,4083000,4364000,4899000,5492000,5128000,5439000,5775000,6649000,7888000,9256000,10777000,11210000,12682000,13856000,15056000,14985000,15912326,18055631,19294154,20445763,20243056,21466363,23255253,24505955
"00000","United States"," ","SA5H 1/","600","F-G","      Wholesale and retail trade",12291000,11276000,9420000,6808000,6073000,7838000,8737000,9901000,11296000,11174000,11777000,13143000,15833000,18062000,20892000,22473000,24700000,30795000,32946000,34327000,34485000,36344983,40525493,42494388,44387121,45486882,48343147,51653738,54281557
"00000","United States"," ","SA5H 1/","700","H","      Finance, insurance, and real estate",3534000,3076000,2679000,2273000,2149000,2167000,2318000,2578000,2780000,2689000,2795000,2895000,3097000,3260000,3543000,3769000,4249000,5261000,5625000,6368000,6815000,7967149,8652694,9398588,10275451,11303381,12628988,13637423,14578833
"00000","United States"," ","SA5H 1/","800","I","      Services",8553000,8084000,7063000,5626000,5036000,5583000,5980000,6645000,7282000,6995000,7295000,7710000,8489000,9733000,11122000,12417000,13477000,15873000,17387000,19327000,19887000,21519464,23358952,25047590,27122156,28228203,31652835,34519430,37255876
"00000","United States"," ","SA5H 1/","900","...","    Government and government enterprises",5312000,5551000,5659000,5340000,5489000,6442000,6956000,8380000,8050000,8841000,8855000,9223000,11505000,17731000,26690000,30334000,32008000,24020000,19896000,21036000,23346000,25656317,32680364,37389035,38460550,39320185,41128786,43820392,46753757
"00000","United States"," ","SA5H 1/","910","...","      Federal, civilian",1221000,1263000,1273000,1187000,1450000,2048000,2178000,4007000,3419000,3913000,3814000,3749000,4162000,5789000,8595000,8766000,8619000,8804000,7225000,7114000,7648000,7977209,10211715,11543091,11438655,11256636,11903016,12618500,13456568
"00000","United States"," ","SA5H 1/","920","...","      Military",340000,344000,335000,324000,292000,296000,338000,366000,393000,405000,449000,731000,2451000,6941000,12845000,16007000,17329000,8210000,4315000,4155000,4876000,6045260,9717982,11730824,11685154,11312224,11173820,11266690,11231942
"00000","United States"," ","SA5H 1/","930","...","      State and local",3751000,3944000,4051000,3829000,3747000,4098000,4440000,4007000,4238000,4523000,4592000,4743000,4892000,5001000,5250000,5561000,6060000,7006000,8356000,9767000,10822000,11633848,12750667,14115120,15336741,16751325,18051950,19935202,22065247
"Note: See the included footnote file."
"SA5H: Personal Income by Major Component and Earnings by Industry (Historical)"
"Last updated: May 30, 2014-- revised estimates for 1929-1957."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Income Division"
