date,contract_establish,end_establish,expand_establish,net_change,open_establish,total_contract,total_expand,state
9/30/92,63801,13841,73116,11450,15976,77642,89092,Alabama
12/31/92,66930,19382,74158,8443,20597,86312,94755,Alabama
3/31/93,70792,22587,75865,4503,22017,93379,97882,Alabama
6/30/93,63769,14841,75767,17336,20179,78610,95946,Alabama
9/30/93,70303,22680,75181,5585,23387,92983,98568,Alabama
12/31/93,73197,19584,75663,6179,23297,92781,98960,Alabama
3/31/94,73041,22733,70716,2249,27307,95774,98023,Alabama
6/30/94,68327,19560,78347,14458,23998,87887,102345,Alabama
9/30/94,65513,16295,82573,26562,25797,81808,108370,Alabama
12/31/94,72009,19639,76358,5875,21165,91648,97523,Alabama
3/31/95,73684,20350,79831,11199,25402,94034,105233,Alabama
6/30/95,77879,22314,83408,9672,26457,100193,109865,Alabama
9/30/95,77443,16668,83321,13092,23882,94111,107203,Alabama
12/31/95,77305,20761,79241,1089,19914,98066,99155,Alabama
3/31/96,83079,15504,77802,1013,21794,98583,99596,Alabama
6/30/96,77452,17617,80791,6554,20832,95069,101623,Alabama
9/30/96,78851,17676,82266,13560,27821,96527,110087,Alabama
12/31/96,78752,14487,81043,9701,21897,93239,102940,Alabama
3/31/97,76870,14978,79284,6802,19366,91848,98650,Alabama
6/30/97,83158,14256,81244,4338,20508,97414,101752,Alabama
9/30/97,79282,19967,82560,7888,24577,99249,107137,Alabama
12/31/97,85068,20256,84279,1883,22928,105324,107207,Alabama
3/31/98,84168,13608,83873,11072,24975,97776,108848,Alabama
6/30/98,79697,26201,93038,18625,31485,105898,124523,Alabama
9/30/98,89390,24146,86985,-2076,24475,113536,111460,Alabama
12/31/98,88409,19340,84338,-1846,21565,107749,105903,Alabama
3/31/99,86617,18705,83108,6072,28286,105322,111394,Alabama
6/30/99,80759,24044,87246,4532,22089,104803,109335,Alabama
9/30/99,81176,15611,83972,4930,17745,96787,101717,Alabama
12/31/99,86012,18910,84466,-177,20279,104922,104745,Alabama
3/31/00,91470,17193,87670,-2497,18496,108663,106166,Alabama
6/30/00,86680,19735,88783,3145,20777,106415,109560,Alabama
9/30/00,90197,21814,87546,-44,24421,112011,111967,Alabama
12/31/00,90363,18721,82925,-6674,19485,109084,102410,Alabama
3/31/01,93549,20292,87535,-5755,20551,113841,108086,Alabama
6/30/01,99347,24232,85131,-10922,27526,123579,112657,Alabama
9/30/01,95255,17003,80108,-9831,22319,112258,102427,Alabama
12/31/01,91381,21243,79254,-13176,20194,112624,99448,Alabama
3/31/02,90338,19493,86482,-1510,21839,109831,108321,Alabama
6/30/02,89203,17280,79928,-8782,17773,106483,97701,Alabama
9/30/02,84189,15202,80251,2032,21172,99391,101423,Alabama
12/31/02,89049,14687,80038,-4306,19392,103736,99430,Alabama
3/31/03,85970,19625,84641,-282,20672,105595,105313,Alabama
6/30/03,85321,15226,75864,-7884,16799,100547,92663,Alabama
9/30/03,79202,17021,79892,2029,18360,96223,98252,Alabama
12/31/03,77805,14541,82461,8224,18109,92346,100570,Alabama
3/31/04,76993,17389,88134,13725,19973,94382,108107,Alabama
6/30/04,79200,14560,83659,7610,17711,93760,101370,Alabama
9/30/04,83490,15322,82971,1099,16940,98812,99911,Alabama
12/31/04,77837,14384,89990,16360,18591,92221,108581,Alabama
3/31/05,82209,17169,91860,11454,18972,99378,110832,Alabama
6/30/05,86305,14333,87515,5982,19105,100638,106620,Alabama
9/30/05,82168,15171,91141,14065,20263,97339,111404,Alabama
12/31/05,82579,17534,92530,10928,18511,100113,111041,Alabama
3/31/06,80152,13797,89212,11424,16161,93949,105373,Alabama
6/30/06,87570,13428,84694,-680,15624,100998,100318,Alabama
9/30/06,89176,13247,84190,-1801,16432,102423,100622,Alabama
12/31/06,88646,13771,86857,3761,19321,102417,106178,Alabama
3/31/07,77682,14830,96291,21327,17548,92512,113839,Alabama
6/30/07,94666,14442,82463,-8938,17707,109108,100170,Alabama
9/30/07,86471,15522,83228,-121,18644,101993,101872,Alabama
12/31/07,87965,15905,88397,4814,20287,103870,108684,Alabama
3/31/08,88692,17315,82298,-7170,16539,106007,98837,Alabama
6/30/08,92124,14234,77232,-12243,16883,106358,94115,Alabama
9/30/08,90949,15863,77251,-11634,17927,106812,95178,Alabama
12/31/08,103836,16741,68319,-36573,15685,120577,84004,Alabama
3/31/09,102918,15967,61860,-42833,14192,118885,76052,Alabama
6/30/09,91057,15847,67171,-24046,15687,106904,82858,Alabama
9/30/09,81939,20374,70910,-15727,15676,102313,86586,Alabama
12/31/09,78139,14788,72133,-5019,15775,92927,87908,Alabama
3/31/10,74450,13146,70087,-2480,15029,87596,85116,Alabama
6/30/10,71868,13171,73261,6238,18016,85039,91277,Alabama
9/30/10,76852,17997,74199,-4431,16219,94849,90418,Alabama
12/31/10,74844,14965,73701,3085,19193,89809,92894,Alabama
3/31/11,70230,14528,71694,1280,14344,84758,86038,Alabama
6/30/11,74917,13841,71990,-1266,15502,88758,87492,Alabama
9/30/11,69405,13108,76307,9363,15569,82513,91876,Alabama
12/31/11,75132,12968,70559,-2864,14677,88100,85236,Alabama
3/31/12,67952,12781,76558,11189,15364,80733,91922,Alabama
6/30/12,71286,11592,71770,3735,14843,82878,86613,Alabama
9/30/12,69952,13034,69707,831,14110,82986,83817,Alabama
12/31/12,68473,12563,70405,4405,15036,81036,85441,Alabama
3/31/13,68958,12349,75356,9006,14957,81307,90313,Alabama
6/30/13,70946,11859,72169,6037,16673,82805,88842,Alabama
9/30/13,72130,12687,68773,-2477,13567,84817,82340,Alabama
12/31/13,66171,14022,74393,8607,14407,80193,88800,Alabama
3/31/14,71625,12845,70322,1178,15326,84470,85648,Alabama
6/30/14,68800,12929,73260,6134,14603,81729,87863,Alabama
9/30/14,71176,11694,74413,6603,15060,82870,89473,Alabama
12/31/14,66847,12600,75022,10781,15206,79447,90228,Alabama
3/31/15,73142,11332,71033,1295,14736,84474,85769,Alabama
6/30/15,69305,12290,75080,8663,15178,81595,90258,Alabama
9/30/15,72109,12524,73493,3793,14933,84633,88426,Alabama
12/31/15,68136,13605,79353,15041,17429,81741,96782,Alabama
3/31/16,73395,12819,75825,4579,14968,86214,90793,Alabama
6/30/16,76111,15195,75187,-546,15573,91306,90760,Alabama
9/30/16,76097,13954,78023,6838,18866,90051,96889,Alabama
12/31/16,76083,14204,75497,1394,16184,90287,91681,Alabama
3/31/17,69965,11375,78066,13678,16952,81340,95018,Alabama
6/30/17,73904,14897,74314,-1392,13095,88801,87409,Alabama
9/30/17,76123,15377,77193,3000,17307,91500,94500,Alabama
12/31/17,72556,12943,78973,9036,15562,85499,94535,Alabama
9/30/92,18631,3703,18123,2053,6264,22334,24387,Alaska
12/31/92,17294,3126,21888,7229,5761,20420,27649,Alaska
3/31/93,19658,4160,18180,-1420,4218,23818,22398,Alaska
6/30/93,19942,5497,19023,-2196,4220,25439,23243,Alaska
9/30/93,19096,3895,20907,3168,5252,22991,26159,Alaska
12/31/93,17762,3153,25121,10640,6434,20915,31555,Alaska
3/31/94,21888,4751,22387,1043,5295,26639,27682,Alaska
6/30/94,20029,5145,17844,-2695,4635,25174,22479,Alaska
9/30/94,17748,3774,21485,5158,5195,21522,26680,Alaska
12/31/94,19047,3723,19475,3694,6989,22770,26464,Alaska
3/31/95,22203,4836,19257,-3759,4023,27039,23280,Alaska
6/30/95,19726,4351,19856,34,4255,24077,24111,Alaska
9/30/95,19425,5318,21795,2111,5059,24743,26854,Alaska
12/31/95,19625,4231,21788,3941,6009,23856,27797,Alaska
3/31/96,22506,4654,19325,-3368,4467,27160,23792,Alaska
6/30/96,19347,6726,19142,-2488,4443,26073,23585,Alaska
9/30/96,19693,4717,21584,2422,5248,24410,26832,Alaska
12/31/96,19345,4111,19739,2403,6120,23456,25859,Alaska
3/31/97,20377,5551,20018,187,6097,25928,26115,Alaska
6/30/97,18002,5113,20125,1854,4844,23115,24969,Alaska
9/30/97,21233,4022,21823,1282,4714,25255,26537,Alaska
12/31/97,19462,4173,22486,4315,5464,23635,27950,Alaska
3/31/98,21621,3856,22442,2311,5346,25477,27788,Alaska
6/30/98,21857,5032,18666,-3088,5135,26889,23801,Alaska
9/30/98,18558,5186,20855,1784,4673,23744,25528,Alaska
12/31/98,19196,3576,22843,5295,5224,22772,28067,Alaska
3/31/99,22577,5534,20598,-2345,5168,28111,25766,Alaska
6/30/99,21983,4579,19483,-2159,4920,26562,24403,Alaska
9/30/99,19730,4347,21737,3039,5379,24077,27116,Alaska
12/31/99,19973,4378,21922,3155,5584,24351,27506,Alaska
3/31/00,19982,5044,21929,1662,4759,25026,26688,Alaska
6/30/00,20735,8630,21006,-3343,5016,29365,26022,Alaska
9/30/00,20798,5350,24008,2698,4838,26148,28846,Alaska
12/31/00,19675,4592,22149,3002,5120,24267,27269,Alaska
3/31/01,22118,5002,23725,545,3940,27120,27665,Alaska
6/30/01,20532,4627,19679,-342,5138,25159,24817,Alaska
9/30/01,20740,4848,22391,2115,5312,25588,27703,Alaska
12/31/01,20523,4384,19475,-124,5308,24907,24783,Alaska
3/31/02,22732,4925,21238,567,6986,27657,28224,Alaska
6/30/02,22984,6895,19639,-5346,4894,29879,24533,Alaska
9/30/02,19620,4351,22797,3511,4685,23971,27482,Alaska
12/31/02,19729,3824,19497,-152,3904,23553,23401,Alaska
3/31/03,20773,4040,20835,1596,5574,24813,26409,Alaska
6/30/03,21005,4346,19695,-1015,4641,25351,24336,Alaska
9/30/03,19330,3513,20719,3088,5212,22843,25931,Alaska
12/31/03,19627,4082,19145,458,5022,23709,24167,Alaska
3/31/04,19885,4746,19608,336,5359,24631,24967,Alaska
6/30/04,19556,5181,20382,1114,5469,24737,25851,Alaska
9/30/04,19220,4143,22426,3860,4797,23363,27223,Alaska
12/31/04,20915,4201,19394,-636,5086,25116,24480,Alaska
3/31/05,18919,4599,20979,1651,4190,23518,25169,Alaska
6/30/05,20550,3642,21106,1767,4853,24192,25959,Alaska
9/30/05,20566,4820,23091,2871,5166,25386,28257,Alaska
12/31/05,21831,4664,19403,-2273,4819,26495,24222,Alaska
3/31/06,18332,4094,21111,3724,5039,22426,26150,Alaska
6/30/06,20373,3709,22298,3613,5397,24082,27695,Alaska
9/30/06,22038,4337,18652,-2902,4821,26375,23473,Alaska
12/31/06,21569,4242,20652,25,5184,25811,25836,Alaska
3/31/07,20709,3935,20042,86,4688,24644,24730,Alaska
6/30/07,20788,3800,21725,2501,5364,24588,27089,Alaska
9/30/07,21802,4138,19090,-2316,4534,25940,23624,Alaska
12/31/07,21239,4320,20470,-1211,3878,25559,24348,Alaska
3/31/08,18283,4685,21768,2729,3929,22968,25697,Alaska
6/30/08,19866,4397,21318,2374,5319,24263,26637,Alaska
9/30/08,21925,4265,19113,-1708,5369,26190,24482,Alaska
12/31/08,21700,4385,21609,-36,4440,26085,26049,Alaska
3/31/09,21895,3766,18870,-2358,4433,25661,23303,Alaska
6/30/09,21913,3776,20040,-434,5215,25689,25255,Alaska
9/30/09,20892,4149,18249,-1607,5185,25041,23434,Alaska
12/31/09,20526,4220,19698,-753,4295,24746,23993,Alaska
3/31/10,19661,4454,18365,234,5984,24115,24349,Alaska
6/30/10,18689,3149,21046,4384,5176,21838,26222,Alaska
9/30/10,19233,3981,19095,235,4354,23214,23449,Alaska
12/31/10,20263,4643,18746,-948,5212,24906,23958,Alaska
3/31/11,18358,3122,18721,2648,5407,21480,24128,Alaska
6/30/11,19652,3754,21282,2909,5033,23406,26315,Alaska
9/30/11,19434,3664,19349,2239,5988,23098,25337,Alaska
12/31/11,21626,4407,19438,-2392,4203,26033,23641,Alaska
3/31/12,19176,3387,20546,4443,6460,22563,27006,Alaska
6/30/12,19229,4046,22098,3907,5084,23275,27182,Alaska
9/30/12,20926,4617,18329,-2835,4379,25543,22708,Alaska
12/31/12,20728,4449,19599,-981,4597,25177,24196,Alaska
3/31/13,20285,4100,22079,3080,5386,24385,27465,Alaska
6/30/13,20943,3790,21450,1855,5138,24733,26588,Alaska
9/30/13,20969,4235,20599,-273,4332,25204,24931,Alaska
12/31/13,21480,4679,21542,-527,4090,26159,25632,Alaska
3/31/14,20810,3872,22089,2859,5452,24682,27541,Alaska
6/30/14,23456,4127,22069,-234,5280,27583,27349,Alaska
9/30/14,22317,3788,18714,-2120,5271,26105,23985,Alaska
12/31/14,21416,4758,22086,566,4654,26174,26740,Alaska
3/31/15,20796,3097,21825,2952,5020,23893,26845,Alaska
6/30/15,23527,4463,22863,-760,4367,27990,27230,Alaska
9/30/15,21767,4222,18160,-3021,4808,25989,22968,Alaska
12/31/15,22426,4184,19615,-2457,4538,26610,24153,Alaska
3/31/16,20669,3669,20087,-61,4190,24338,24277,Alaska
6/30/16,23279,4952,21574,-2026,4631,28231,26205,Alaska
9/30/16,23587,4106,17740,-5090,4863,27693,22603,Alaska
12/31/16,20500,4199,19947,-670,4082,24699,24029,Alaska
3/31/17,21026,3143,19357,-958,3854,24169,23211,Alaska
6/30/17,20521,4069,22550,2556,4596,24590,27146,Alaska
9/30/17,22037,4069,17129,-4959,4018,26106,21147,Alaska
12/31/17,20844,4243,18348,-2036,4703,25087,23051,Alaska
9/30/92,82808,28656,95512,13875,29827,111464,125339,Arizona
12/31/92,87961,32085,87681,-11410,20955,120046,108636,Arizona
3/31/93,82014,15334,94455,28420,31313,97348,125768,Arizona
6/30/93,80870,20309,101648,27746,27277,101179,128925,Arizona
9/30/93,87162,24732,103075,18725,27544,111894,130619,Arizona
12/31/93,83641,24618,101390,15973,22842,108259,124232,Arizona
3/31/94,88173,22192,104832,26491,32024,110365,136856,Arizona
6/30/94,84828,21519,116025,36915,27237,106347,143262,Arizona
9/30/94,89065,24438,111545,23980,25938,113503,137483,Arizona
12/31/94,90630,23898,104338,19829,30019,114528,134357,Arizona
3/31/95,89603,32736,122884,38300,37755,122339,160639,Arizona
6/30/95,97517,24809,118235,29493,33584,122326,151819,Arizona
9/30/95,101991,25910,114107,17007,30801,127901,144908,Arizona
12/31/95,100130,24141,118185,22797,28883,124271,147068,Arizona
3/31/96,97997,33193,126375,31391,36206,131190,162581,Arizona
6/30/96,103869,23899,118841,22704,31631,127768,150472,Arizona
9/30/96,103707,29813,118569,14864,29815,133520,148384,Arizona
12/31/96,104001,28647,120956,13426,25118,132648,146074,Arizona
3/31/97,109481,28865,129992,21747,30101,138346,160093,Arizona
6/30/97,99759,29765,122864,28869,35529,129524,158393,Arizona
9/30/97,104030,28756,129373,25808,29221,132786,158594,Arizona
12/31/97,103565,26961,124687,22818,28657,130526,153344,Arizona
3/31/98,100276,32738,124372,24885,33527,133014,157899,Arizona
6/30/98,105127,29986,131408,25113,28818,135113,160226,Arizona
9/30/98,108403,31950,126142,12799,27010,140353,153152,Arizona
12/31/98,109705,32603,126527,10379,26160,142308,152687,Arizona
3/31/99,109671,38397,133311,15537,30294,148068,163605,Arizona
6/30/99,107006,26482,132182,35624,36930,133488,169112,Arizona
9/30/99,116193,34002,127850,7506,29851,150195,157701,Arizona
12/31/99,114045,34040,127511,9845,30419,148085,157930,Arizona
3/31/00,125813,35799,150715,23921,34818,161612,185533,Arizona
6/30/00,111872,26514,143098,32486,27774,138386,170872,Arizona
9/30/00,117269,38425,129334,2133,28493,155694,157827,Arizona
12/31/00,117152,34800,125077,4805,31680,151952,156757,Arizona
3/31/01,125767,47003,135323,-4569,32878,172770,168201,Arizona
6/30/01,128230,32283,123931,-8309,28273,160513,152204,Arizona
9/30/01,127135,35048,116693,-12076,33414,162183,150107,Arizona
12/31/01,136034,35554,109927,-28700,32961,171588,142888,Arizona
3/31/02,112194,35956,119145,7151,36156,148150,155301,Arizona
6/30/02,113511,29833,118428,15628,40544,143344,158972,Arizona
9/30/02,113098,35538,110332,-6266,32038,148636,142370,Arizona
12/31/02,112215,25753,114057,3985,27896,137968,141953,Arizona
3/31/03,110584,34556,122331,6996,29805,145140,152136,Arizona
6/30/03,108008,27843,114028,2961,24784,135851,138812,Arizona
9/30/03,100019,31931,113355,21872,40467,131950,153822,Arizona
12/31/03,103077,26756,118073,17311,29071,129833,147144,Arizona
3/31/04,101712,31974,125710,18897,26873,133686,152583,Arizona
6/30/04,97724,33921,126320,23742,29067,131645,155387,Arizona
9/30/04,104958,30721,120393,22444,37730,135679,158123,Arizona
12/31/04,107983,22552,126305,35542,39772,130535,166077,Arizona
3/31/05,114012,32810,136830,31892,41884,146822,178714,Arizona
6/30/05,109219,28478,134923,40381,43155,137697,178078,Arizona
9/30/05,104124,27107,138806,46314,38739,131231,177545,Arizona
12/31/05,114436,29171,126851,19543,36299,143607,163150,Arizona
3/31/06,106185,24841,141031,53605,43600,131026,184631,Arizona
6/30/06,122551,30718,131870,18674,40073,153269,171943,Arizona
9/30/06,122281,30650,136237,16575,33269,152931,169506,Arizona
12/31/06,128184,30662,126151,-1748,30947,158846,157098,Arizona
3/31/07,124593,30467,130691,12494,36863,155060,167554,Arizona
6/30/07,124088,33366,122535,-588,34331,157454,156866,Arizona
9/30/07,126945,33247,123541,-6928,29723,160192,153264,Arizona
12/31/07,139769,31183,117443,-17997,35512,170952,152955,Arizona
3/31/08,127752,28900,107584,-19393,29675,156652,137259,Arizona
6/30/08,134099,35079,105760,-32030,31388,169178,137148,Arizona
9/30/08,133121,29961,105565,-28136,29381,163082,134946,Arizona
12/31/08,156195,35940,95215,-67168,29752,192135,124967,Arizona
3/31/09,147016,31779,86336,-63283,29176,178795,115512,Arizona
6/30/09,132648,34633,88118,-49923,29240,167281,117358,Arizona
9/30/09,115314,28647,100853,-18675,24433,143961,125286,Arizona
12/31/09,111648,30276,99327,-14549,28048,141924,127375,Arizona
3/31/10,100872,23591,98766,-2170,23527,124463,122293,Arizona
6/30/10,96027,28117,98713,-2579,22852,124144,121565,Arizona
9/30/10,102135,28383,97293,-6169,27056,130518,124349,Arizona
12/31/10,89253,24980,110011,25197,29419,114233,139430,Arizona
3/31/11,94694,24086,96111,-39,22630,118780,118741,Arizona
6/30/11,93958,27401,102473,7727,26613,121359,129086,Arizona
9/30/11,93482,25528,109664,17695,27041,119010,136705,Arizona
12/31/11,95541,26469,108368,13197,26839,122010,135207,Arizona
3/31/12,95985,21701,106107,12399,23978,117686,130085,Arizona
6/30/12,99581,24328,103971,5821,25759,123909,129730,Arizona
9/30/12,94531,23447,108452,16176,25702,117978,134154,Arizona
12/31/12,95659,24923,113549,19877,26910,120582,140459,Arizona
3/31/13,97791,22348,103105,9380,26414,120139,129519,Arizona
6/30/13,97115,25424,106797,7976,23718,122539,130515,Arizona
9/30/13,95825,20729,110724,18081,23911,116554,134635,Arizona
12/31/13,93047,22460,114502,26399,27404,115507,141906,Arizona
3/31/14,105274,21519,102026,-1626,23141,126793,125167,Arizona
6/30/14,101486,24945,106271,3024,23184,126431,129455,Arizona
9/30/14,95892,22678,111167,18318,25721,118570,136888,Arizona
12/31/14,91419,22747,124167,37047,27046,114166,151213,Arizona
3/31/15,104069,21905,106988,4405,23391,125974,130379,Arizona
6/30/15,101059,24144,107407,7025,24821,125203,132228,Arizona
9/30/15,96241,24619,120572,29390,29678,120860,150250,Arizona
12/31/15,97961,25236,123677,31814,31334,123197,155011,Arizona
3/31/16,106802,23786,111830,4993,23751,130588,135581,Arizona
6/30/16,110269,28001,110446,776,28600,138270,139046,Arizona
9/30/16,99283,21285,133453,43916,31031,120568,164484,Arizona
12/31/16,101444,24869,111000,11978,27291,126313,138291,Arizona
3/31/17,102247,24457,110214,10267,26757,126704,136971,Arizona
6/30/17,108231,25953,117792,10945,27337,134184,145129,Arizona
9/30/17,99945,24840,125410,31695,31070,124785,156480,Arizona
12/31/17,100633,26157,120322,23290,29758,126790,150080,Arizona
9/30/92,42665,10438,43487,457,10073,53103,53560,Arkansas
12/31/92,41775,8600,45557,4999,9817,50375,55374,Arkansas
3/31/93,41831,10576,46444,6367,12330,52407,58774,Arkansas
6/30/93,37952,8288,49177,13834,10897,46240,60074,Arkansas
9/30/93,40601,8177,47254,11118,12642,48778,59896,Arkansas
12/31/93,42378,7144,47098,5538,7962,49522,55060,Arkansas
3/31/94,42778,9048,44057,5562,13331,51826,57388,Arkansas
6/30/94,38815,8718,54605,17717,10645,47533,65250,Arkansas
9/30/94,41375,8640,52860,14642,11797,50015,64657,Arkansas
12/31/94,46341,11067,45072,-652,11684,57408,56756,Arkansas
3/31/95,45973,9390,50716,10281,14928,55363,65644,Arkansas
6/30/95,46063,11311,50359,5533,12548,57374,62907,Arkansas
9/30/95,46881,8745,51441,9947,14132,55626,65573,Arkansas
12/31/95,50726,10477,48976,804,13031,61203,62007,Arkansas
3/31/96,50454,9212,47734,-35,11897,59666,59631,Arkansas
6/30/96,47120,9683,52949,7724,11578,56803,64527,Arkansas
9/30/96,50277,9013,49380,703,10613,59290,59993,Arkansas
12/31/96,50096,9101,48334,-946,9917,59197,58251,Arkansas
3/31/97,48575,11616,49915,2723,12999,60191,62914,Arkansas
6/30/97,44009,9902,50834,7906,10983,53911,61817,Arkansas
9/30/97,45795,10935,53932,7969,10767,56730,64699,Arkansas
12/31/97,47330,10908,51721,6231,12748,58238,64469,Arkansas
3/31/98,51992,9183,47963,-3581,9631,61175,57594,Arkansas
6/30/98,48314,10430,51621,6394,13517,58744,65138,Arkansas
9/30/98,52990,10036,51286,13,11753,63026,63039,Arkansas
12/31/98,50336,10546,52161,3325,12046,60882,64207,Arkansas
3/31/99,50296,10244,51620,4543,13463,60540,65083,Arkansas
6/30/99,48288,10554,51976,4222,11088,58842,63064,Arkansas
9/30/99,47956,9785,51283,5116,11574,57741,62857,Arkansas
12/31/99,48096,9583,55251,10188,12616,57679,67867,Arkansas
3/31/00,48971,10461,51402,3977,12007,59432,63409,Arkansas
6/30/00,50604,11577,49712,-611,11858,62181,61570,Arkansas
9/30/00,52283,10394,50792,-299,11586,62677,62378,Arkansas
12/31/00,52816,10069,49107,-2207,11571,62885,60678,Arkansas
3/31/01,50607,14162,53355,1572,12986,64769,66341,Arkansas
6/30/01,55928,13429,50143,-4542,14672,69357,64815,Arkansas
9/30/01,56357,11594,50418,-5871,11662,67951,62080,Arkansas
12/31/01,54214,11927,45647,-8258,12236,66141,57883,Arkansas
3/31/02,48884,9918,51207,3308,10903,58802,62110,Arkansas
6/30/02,50826,9627,50802,3437,13088,60453,63890,Arkansas
9/30/02,48295,12170,46531,-2291,11643,60465,58174,Arkansas
12/31/02,49731,9139,45133,-3438,10299,58870,55432,Arkansas
3/31/03,50345,10031,44709,-6195,9472,60376,54181,Arkansas
6/30/03,49853,10528,45555,-4528,10298,60381,55853,Arkansas
9/30/03,44413,9001,50085,6615,9944,53414,60029,Arkansas
12/31/03,43871,9218,46075,4448,11462,53089,57537,Arkansas
3/31/04,49831,9389,52218,3177,10179,59220,62397,Arkansas
6/30/04,46367,9946,47508,1523,10328,56313,57836,Arkansas
9/30/04,44978,8153,46033,3267,10365,53131,56398,Arkansas
12/31/04,44942,9532,48860,5604,11218,54474,60078,Arkansas
3/31/05,45238,11863,50803,5507,11805,57101,62608,Arkansas
6/30/05,47933,12074,47034,-63,12910,60007,59944,Arkansas
9/30/05,45367,9685,50696,6907,11263,55052,61959,Arkansas
12/31/05,45642,9835,48327,4126,11276,55477,59603,Arkansas
3/31/06,44508,9829,50557,10612,14392,54337,64949,Arkansas
6/30/06,50642,9229,46708,324,13487,59871,60195,Arkansas
9/30/06,53311,10100,46392,-5447,11572,63411,57964,Arkansas
12/31/06,49310,9742,49818,2543,11777,59052,61595,Arkansas
3/31/07,45533,9584,52092,7551,10576,55117,62668,Arkansas
6/30/07,52788,9035,45299,-6665,9859,61823,55158,Arkansas
9/30/07,48404,9301,46472,-1485,9748,57705,56220,Arkansas
12/31/07,47607,10236,48945,2571,11469,57843,60414,Arkansas
3/31/08,47125,10532,46820,1354,12191,57657,59011,Arkansas
6/30/08,53077,10790,45314,-7042,11511,63867,56825,Arkansas
9/30/08,49924,12400,47614,-2685,12025,62324,59639,Arkansas
12/31/08,55721,11871,43267,-12690,11635,67592,54902,Arkansas
3/31/09,56159,11713,42773,-13532,11567,67872,54340,Arkansas
6/30/09,57379,11558,40511,-17309,11117,68937,51628,Arkansas
9/30/09,46810,14707,42383,-6788,12346,61517,54729,Arkansas
12/31/09,44644,9849,43861,4029,14661,54493,58522,Arkansas
3/31/10,42689,9746,44714,1591,9312,52435,54026,Arkansas
6/30/10,43422,9286,49931,8813,11590,52708,61521,Arkansas
9/30/10,46673,11223,45338,-2674,9884,57896,55222,Arkansas
12/31/10,46404,11561,44004,-4905,9056,57965,53060,Arkansas
3/31/11,42147,12931,43597,3273,14754,55078,58351,Arkansas
6/30/11,42513,14774,42329,-1005,13953,57287,56282,Arkansas
9/30/11,41511,12909,46612,9349,17157,54420,63769,Arkansas
12/31/11,43544,7255,44348,8762,15213,50799,59561,Arkansas
3/31/12,44148,9099,46232,1753,8768,53247,55000,Arkansas
6/30/12,45212,8487,43288,-979,9432,53699,52720,Arkansas
9/30/12,48707,8765,42015,-6023,9434,57472,51449,Arkansas
12/31/12,40790,9593,46020,5575,9938,50383,55958,Arkansas
3/31/13,44950,9576,44077,693,11142,54526,55219,Arkansas
6/30/13,46992,9336,39636,-5740,10952,56328,50588,Arkansas
9/30/13,43817,9081,45036,1648,9510,52898,54546,Arkansas
12/31/13,42910,9779,45550,2906,10045,52689,55595,Arkansas
